family,level,kernel,time_aug,basepoint,lead_lag,normalise,path_scale,actions,n_steps,score_s,us_per_step,eval_s,best_TWA,TPR,TNR,at,auroc,score_cv,task,stage,scaling,theta
sigmmd,4,lin,True,False,False,False,0.0099,position,10910,36.73,3366.4,2.4,0.5625370144844055,0.6363639831542969,0.7058820128440857,ct_quantile/q0.91/w40,0.615220835809071,6.841476537582203,push_t,scale,tv_norm,0.0099
sigvar,5,lin,True,False,False,False,0.0099,position,10910,22.55,2066.5,1.2,0.574865996837616,0.8787879943847656,0.5588240027427673,tvt_quantile/q0.98/w9,0.6425529807882748,8.255934148550066,push_t,scale,tv_norm,0.0099
sigtc,5,lin,True,False,False,False,0.0099,position,10910,15.78,1446.6,1.4,0.6047120094299316,0.7272729873657227,0.764706015586853,ct_quantile/q0.9/w15,0.723559120617944,8.280599254416446,push_t,scale,tv_norm,0.0099
sigmmd,5,lin,True,False,False,False,0.0099,position,10910,13.65,1251.5,1.2,0.564408004283905,0.8131309747695923,0.6274510025978088,tvt_quantile/q0.91/w35,0.6168053079817786,10.440998356443716,push_t,scale,tv_norm,0.0099
sigvar,1,lin,True,False,False,False,1.0,position,67643,66.6,984.5,8.1,0.6931560039520264,0.9484540224075317,0.7714290022850037,tvt_cp_band/q0.95/w3,0.8086565210276551,0.8526582908577867,stacking,scale,raw,40.4673
sigtc,1,lin,True,False,False,False,1.0,position,67643,50.34,744.2,3.7,0.7099030017852783,0.9546390175819397,0.7873020172119141,tvt_cp_band/q0.91/w9,0.8687448862706594,3.8526102844646863,stacking,scale,raw,40.4673
sigmmd,1,lin,True,False,False,False,1.0,position,67643,15.57,230.2,3.5,0.6249740123748779,0.9773200154304504,0.7682539820671082,tvt_cp_band/q0.99/w1,0.5826738667975782,1.3591606854954474,stacking,scale,raw,40.4673
sigvar,2,lin,True,False,False,False,1.0,position,67643,24.56,363.0,3.5,0.6933990120887756,0.9484540224075317,0.7714290022850037,tvt_cp_band/q0.94/w3,0.8108918343969891,0.8496592037547956,stacking,scale,raw,40.4673
sigtc,2,lin,True,False,False,False,1.0,position,67643,25.25,373.2,3.7,0.7072700262069702,0.9546390175819397,0.774603009223938,tvt_cp_band/q0.91/w9,0.8687285223367698,3.843832353073759,stacking,scale,raw,40.4673
sigmmd,2,lin,True,False,False,False,1.0,position,67643,40.69,601.5,3.5,0.6241130232810974,0.9793810248374939,0.7619050145149231,tvt_cp_band/q0.99/w1,0.5826607756504663,1.3571759712683675,stacking,scale,raw,40.4673
sigvar,3,lin,True,False,False,False,1.0,position,67643,27.64,408.6,4.5,0.6911619901657104,0.9567009806632996,0.7682539820671082,tvt_cp_band/q0.91/w2,0.8112125675012273,0.8489352696736824,stacking,scale,raw,40.4673
sigtc,3,lin,True,False,False,False,1.0,position,67643,53.46,790.3,3.6,0.7043610215187073,0.9546390175819397,0.7619050145149231,tvt_cp_band/q0.9/w9,0.8687612502045491,3.842503081605037,stacking,scale,raw,40.4673
sigmmd,3,lin,True,False,False,False,1.0,position,67643,28.85,426.5,3.5,0.6238179802894592,0.9773200154304504,0.7619050145149231,tvt_cp_band/q0.99/w1,0.5826378661430208,1.3568739187797503,stacking,scale,raw,40.4673
sigvar,4,lin,True,False,False,False,1.0,position,67643,62.96,930.8,3.9,0.6910060048103333,0.9567009806632996,0.7682539820671082,tvt_cp_band/q0.91/w2,0.8112551137293406,0.8489789688430297,stacking,scale,raw,40.4673
sigtc,4,lin,True,False,False,False,1.0,position,67643,62.89,929.7,3.6,0.7039690017700195,0.9546390175819397,0.7587299942970276,tvt_cp_band/q0.9/w9,0.8686827033218785,3.843111361512958,stacking,scale,raw,40.4673
sigmmd,4,lin,True,False,False,False,1.0,position,67643,16.29,240.9,3.7,0.6238179802894592,0.9773200154304504,0.7619050145149231,tvt_cp_band/q0.99/w1,0.5826378661430207,1.3567609594960768,stacking,scale,raw,40.4673
sigvar,5,lin,True,False,False,False,1.0,position,67643,22.32,329.9,3.5,0.6899399757385254,0.9546390175819397,0.7682539820671082,tvt_cp_band/q0.91/w2,0.8113009327442318,0.8489711480745115,stacking,scale,raw,40.4673
sigtc,5,lin,True,False,False,False,1.0,position,67643,25.48,376.7,3.6,0.7091450095176697,0.9443299770355225,0.7936509847640991,tvt_cp_band/q0.96/w4,0.8687056128293242,3.84317121230113,stacking,scale,raw,40.4673
sigmmd,5,lin,True,False,False,False,1.0,position,67643,22.32,330.0,11.0,0.6241040229797363,0.9793810248374939,0.7619050145149231,tvt_cp_band/q0.99/w1,0.5826640484372443,1.3568892355515076,stacking,scale,raw,40.4673
sigvar,1,lin,True,False,False,False,40.4673,position,67643,30.63,452.9,3.5,0.6936339735984802,0.9484540224075317,0.774603009223938,tvt_cp_band/q0.95/w3,0.8087056128293242,0.8526395156400437,stacking,scale,tv_norm,40.4673
sigtc,1,lin,True,False,False,False,40.4673,position,67643,23.4,346.0,3.6,0.7105309963226318,0.9567009806632996,0.7650790214538574,tvt_cp_band/q0.96/w4,0.8687547046309932,3.852810858125772,stacking,scale,tv_norm,40.4673
sigmmd,1,lin,True,False,False,False,40.4673,position,67643,17.18,253.9,3.6,0.6650090217590332,0.9278349876403809,0.8285710215568542,tvt_cp_band/q0.91/w50,0.5231942398952708,0.06334217828339242,stacking,scale,tv_norm,40.4673
sigvar,2,lin,True,False,False,False,40.4673,position,67643,16.78,248.0,3.5,0.6448829770088196,0.9278349876403809,0.7555559873580933,tvt_cp_band/q0.95/w2,0.7016658484699723,1.2696876183487602,stacking,scale,tv_norm,40.4673
sigtc,2,lin,True,False,False,False,40.4673,position,67643,18.11,267.7,3.6,0.7036269903182983,0.9567009806632996,0.7523810267448425,tvt_cp_band/q0.96/w4,0.8688496154475536,3.8364341845627288,stacking,scale,tv_norm,40.4673
sigmmd,2,lin,True,False,False,False,40.4673,position,67643,17.05,252.0,3.4,0.6510350108146667,0.8041239976882935,0.9142860174179077,ct_quantile/q0.9/w40,0.3893994436262478,0.0012117414668048464,stacking,scale,tv_norm,40.4673
sigvar,3,lin,True,False,False,False,40.4673,position,67643,16.4,242.4,3.6,0.6350669860839844,0.9381440281867981,0.7111110091209412,tvt_cp_band/q0.92/w2,0.6705547373588612,1.7899724633895397,stacking,scale,tv_norm,40.4673
sigtc,3,lin,True,False,False,False,40.4673,position,67643,16.27,240.6,3.6,0.703158974647522,0.9546390175819397,0.7523810267448425,tvt_cp_band/q0.96/w4,0.8694092619865814,3.8512298118408013,stacking,scale,tv_norm,40.4673
sigmmd,3,lin,True,False,False,False,40.4673,position,67643,18.46,272.9,3.6,0.6753219962120056,0.9463919997215271,0.8920630216598511,ct_quantile/q0.9/w45,0.6841989854360987,5.362924926597102e-05,stacking,scale,tv_norm,40.4673
sigvar,4,lin,True,False,False,False,40.4673,position,67643,18.8,277.9,3.6,0.6306840181350708,0.940205991268158,0.7555559873580933,tvt_cp_band/q0.96/w1,0.6599901816396662,2.3648813516174996,stacking,scale,tv_norm,40.4673
sigtc,4,lin,True,False,False,False,40.4673,position,67643,17.89,264.5,3.7,0.7030900120735168,0.9546390175819397,0.7523810267448425,tvt_cp_band/q0.96/w4,0.8694354442808052,3.8574804947304817,stacking,scale,tv_norm,40.4673
sigmmd,4,lin,True,False,False,False,40.4673,position,67643,17.22,254.6,3.5,0.6496809720993042,0.7938140034675598,0.9238100051879883,ct_quantile/q0.9/w40,0.5,1.164825017736694e-06,stacking,scale,tv_norm,40.4673
sigvar,5,lin,True,False,False,False,40.4673,position,67643,16.93,250.3,3.7,0.6308469772338867,0.9422680139541626,0.7523810267448425,tvt_cp_band/q0.96/w1,0.6526133202421862,2.986106428728393,stacking,scale,tv_norm,40.4673
sigtc,5,lin,True,False,False,False,40.4673,position,67643,16.76,247.8,3.7,0.7030990123748779,0.9546390175819397,0.7523810267448425,tvt_cp_band/q0.96/w4,0.8694747177221405,3.858696837851936,stacking,scale,tv_norm,40.4673
sigmmd,5,lin,True,False,False,False,40.4673,position,67643,17.68,261.3,3.1,0.623507022857666,0.8350520133972168,0.8634920120239258,tvt_quantile/q0.98/w45,0.5957421044018981,4.7915432618206396e-08,stacking,scale,tv_norm,40.4673
